Crash ID,Date,Day of Week,Time,Lane Count,Crash Type,Functional Class,Speed Limit,Environmental Conditions,Light Conditions,Surface Condition,Total Vehicles Involved,Curve Related,Alcohol Involved,Distracted Driving Involved,Drugged Driver Involved,Older Driver Involved,Temp Traffic Control Zone,Traffic Controls Present,Vehicle Type,Severity
9068859,2,1,1,3,3,2,2,2,1,1,2,1,2,2,2,2,1,1,1,3
9135413,2,1,1,2,4,2,1,2,1,1,1,2,2,1,2,2,1,1,3,3
9088460,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,3,1,1,3
9904720,2,1,1,2,3,2,2,2,1,1,2,1,2,2,2,2,1,1,3,3
9078569,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3
9151174,2,2,1,2,4,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2
9152813,2,2,1,2,3,2,1,2,1,1,2,2,2,1,2,1,3,1,1,3
9099424,2,2,1,2,3,2,3,2,1,1,2,2,2,1,2,1,2,1,1,3
9939428,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9915818,2,2,1,3,4,2,2,2,1,1,1,1,2,1,2,2,1,1,1,3
9909769,2,2,3,3,1,2,4,2,4,1,2,2,2,1,2,2,2,1,1,3
9093360,2,2,2,2,3,2,3,2,4,1,2,2,2,2,2,2,1,1,1,2
9906545,2,2,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9911031,2,2,1,3,1,2,4,2,1,1,3,2,2,2,2,2,1,1,1,3
9909214,2,2,1,3,4,2,4,2,1,1,1,2,2,1,2,2,2,1,1,3
9129364,2,2,1,2,3,2,1,2,1,1,2,2,2,1,2,1,3,1,1,3
9911030,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9908209,2,2,3,2,4,1,1,2,4,1,1,1,1,1,1,2,1,1,1,3
9911028,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,3,3
9908740,2,1,1,2,1,2,4,2,1,1,3,2,2,2,2,3,1,1,2,3
9090435,2,1,1,2,4,2,1,2,1,2,1,2,2,1,2,2,1,1,3,3
9915636,2,1,1,2,1,2,4,1,1,2,2,1,2,2,2,3,1,1,1,3
9067971,2,1,1,3,1,2,2,2,1,1,3,2,2,1,2,2,3,1,1,3
9079875,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,3
9140214,2,1,2,2,5,2,1,2,4,1,1,2,2,1,2,2,1,1,3,3
9904714,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9071151,2,1,1,2,4,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2
9096209,2,1,1,2,1,2,3,2,1,1,3,2,2,1,2,2,1,3,2,3
9091045,2,1,2,2,2,2,3,2,4,1,2,2,2,1,2,2,1,1,1,3
9162468,2,1,2,2,1,2,3,2,4,1,2,2,2,2,2,2,1,2,1,3
9073783,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,3
9062734,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,3,1,2,3
9085174,2,1,1,2,3,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3
9063707,2,1,1,2,4,2,1,2,1,1,1,2,2,1,2,2,1,1,3,3
9078430,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,3,1,1,1,3
9923285,2,1,1,3,3,2,4,2,1,1,3,1,2,2,2,1,1,1,3,3
9929671,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9062730,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3
9166930,2,1,1,2,2,1,4,2,1,1,2,2,2,1,2,1,1,1,2,3
9896333,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9096208,2,1,2,2,1,2,3,2,4,1,2,2,2,1,2,2,1,1,1,3
9075180,2,1,1,2,1,2,3,1,1,2,2,2,2,1,2,2,3,1,2,3
9897623,2,1,1,2,4,2,4,1,1,2,1,1,2,2,2,2,1,1,1,3
10009834,2,1,1,3,3,2,1,2,1,1,2,2,2,1,2,2,1,1,3,3
9101011,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,3
9159126,2,1,1,3,1,2,4,2,1,1,3,2,2,1,2,2,1,1,1,3
9090810,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9927607,2,1,1,2,1,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9069558,2,1,1,3,3,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9094493,2,2,2,2,4,2,2,2,4,1,1,2,2,2,2,2,1,1,1,3
9904702,2,2,1,3,3,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9922418,2,2,1,3,3,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9071167,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9911660,2,1,2,2,1,2,3,1,3,2,2,2,2,2,2,2,1,1,1,3
9159147,2,1,2,2,1,2,1,2,4,1,2,2,2,1,2,2,1,1,2,3
9090721,2,1,2,3,4,2,2,2,4,2,1,2,2,1,2,1,1,1,1,3
9088752,2,1,2,3,3,2,2,2,1,1,2,1,2,2,2,2,1,1,3,3
9905752,2,1,2,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9082021,2,1,2,2,3,2,3,2,1,1,2,2,2,2,2,1,1,1,1,3
9162147,2,1,2,2,1,2,3,2,1,1,2,2,2,1,2,3,1,1,1,3
9906453,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9939421,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,2,1,1,1,3
9062841,2,1,1,3,1,2,3,2,1,1,2,2,2,1,2,2,1,1,3,3
9102360,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,2,3
9075652,2,1,1,3,3,2,1,2,2,1,2,2,2,2,2,3,3,1,1,3
9896328,2,1,1,2,4,2,1,2,1,1,1,1,2,1,2,1,1,1,1,3
9162604,2,1,1,3,3,2,1,2,1,1,2,2,2,2,2,2,1,1,3,3
9080792,2,1,1,3,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9082782,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,1,1,1,2,3
9075022,2,1,2,2,1,2,3,2,4,1,2,2,2,1,2,3,1,1,1,3
9913715,2,1,2,3,3,2,4,2,4,1,2,2,2,1,2,2,1,1,1,3
9918008,2,1,2,3,3,2,4,2,4,1,2,2,2,1,2,2,1,2,3,3
9090262,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,1,1,1,3,3
9162144,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9904695,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9078865,2,1,1,2,4,2,2,2,1,1,1,2,2,1,2,2,1,1,3,3
9077171,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9925550,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9130488,2,1,3,2,4,2,3,2,4,1,1,2,1,1,2,2,2,1,2,3
9922416,2,1,2,3,3,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9073599,2,1,1,2,3,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9935018,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9101988,2,1,1,2,1,2,3,2,1,1,3,2,2,2,2,3,1,1,1,3
9923271,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9923272,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9086797,2,1,2,2,3,2,2,2,4,1,3,2,2,2,2,2,1,3,2,3
9136758,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,3,3
9896325,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9177654,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9939419,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,1,1,1,1,3
9084126,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,3
9091932,2,1,1,3,1,2,3,2,1,1,2,2,2,2,2,2,2,1,1,3
9900054,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9156818,2,1,3,2,2,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9069151,2,1,2,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9098020,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,3,1,1,1,3
9077371,2,1,1,3,3,2,2,1,1,2,2,1,2,1,2,2,1,1,1,3
9897618,2,1,1,2,1,2,4,1,1,2,2,2,2,2,2,2,1,1,1,3
9897617,2,1,1,2,1,2,4,1,1,2,2,2,2,2,2,2,1,1,1,3
9106906,2,2,2,3,3,2,2,2,4,1,2,2,2,2,2,2,1,1,1,3
9906543,2,2,1,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9915811,2,2,2,3,1,2,3,2,4,1,3,2,2,1,2,2,1,1,2,3
9938881,2,2,2,3,1,2,4,2,2,1,3,1,2,2,2,2,1,1,1,3
9905742,2,2,1,3,1,2,4,2,1,1,3,2,2,2,2,2,1,1,1,3
9904687,2,2,1,3,3,2,4,2,1,1,2,1,2,2,2,2,1,1,1,3
9089592,2,2,1,2,1,2,4,2,1,1,2,2,2,1,2,3,1,1,1,3
9099869,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,3
9904684,2,2,1,3,4,2,4,2,1,2,1,1,2,2,2,2,1,1,1,3
9917570,2,2,3,3,1,2,4,2,4,1,2,2,2,1,2,2,1,1,1,3
9914103,2,1,2,3,3,2,4,2,4,1,2,2,2,2,2,2,1,1,3,3
9076827,2,1,2,3,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9086076,2,1,2,3,2,2,3,2,1,1,2,2,2,2,2,3,1,1,1,3
9074815,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9137074,2,1,1,2,3,1,3,2,1,1,2,2,2,1,2,3,1,1,3,3
9079052,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,2,1,1,3,3
9905740,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9182519,2,1,1,2,4,2,1,2,1,1,1,2,2,2,2,2,1,1,3,3
9084845,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,3,1,1,3
9897613,2,1,2,2,3,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9071400,2,1,2,2,2,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9073965,2,1,2,3,3,2,4,2,3,2,2,2,2,2,2,1,1,1,2,3
9938875,2,1,2,3,3,2,4,2,4,1,2,2,2,2,2,2,1,1,3,3
9079348,2,1,2,2,4,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2
9904681,2,1,1,2,1,2,4,2,1,1,2,2,2,1,2,2,1,1,2,3
9085066,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9152803,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,3
9081020,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,3
9091927,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,2,2,1,3,3
9916076,2,1,1,2,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9087159,2,1,1,3,3,2,1,2,1,1,2,2,2,1,2,2,1,1,3,3
9904679,2,1,1,2,3,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9904677,2,1,1,3,1,2,4,2,1,1,3,2,2,1,2,2,1,1,1,3
9904678,2,1,1,3,3,2,4,2,1,1,3,1,2,2,2,2,1,1,1,2
9909760,2,1,2,3,3,2,4,2,4,1,2,2,2,2,2,2,1,1,3,3
9909180,2,1,2,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9067092,2,1,1,3,3,2,2,1,1,2,2,2,2,2,2,2,1,1,1,3
9105469,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,3
9087428,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,3
9158264,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3
9099450,2,1,1,2,1,2,3,2,1,1,2,1,2,2,2,2,1,1,1,3
9102165,2,1,1,2,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9906535,2,1,3,2,5,2,4,2,2,1,1,2,2,2,2,2,1,1,1,3
9934820,2,1,2,3,3,1,4,2,4,1,2,2,2,2,2,2,1,1,3,3
9917567,2,1,2,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9080090,2,1,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9046976,2,1,1,2,1,2,4,2,1,1,2,1,2,2,2,2,1,1,1,3
9936633,2,1,1,2,3,1,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9904673,2,1,1,3,3,2,4,2,1,1,2,1,2,2,2,3,1,1,1,3
9080180,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,2,3
9906529,2,1,1,2,1,2,4,2,1,1,2,2,2,1,2,2,1,1,2,3
9909175,2,1,2,3,1,2,4,2,3,1,2,1,2,2,2,2,1,1,1,3
9094242,2,1,2,2,1,2,3,2,4,1,2,2,2,1,2,2,1,1,1,3
9102780,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9088969,2,1,1,2,3,1,4,2,1,1,2,2,2,1,2,1,1,1,2,3
9906350,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9070079,2,1,1,2,4,2,1,2,1,1,1,2,2,2,2,2,3,1,3,3
9065346,2,1,1,2,2,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9091432,2,2,2,2,1,2,4,2,1,1,3,2,2,1,2,1,2,1,1,3
9909169,2,2,1,3,1,2,4,2,1,1,3,1,2,2,2,2,1,1,1,3
9084318,2,2,1,1,4,2,3,2,1,1,1,1,2,1,2,1,1,1,1,3
9106595,2,2,3,3,2,2,3,2,4,1,2,2,1,2,2,2,1,1,1,3
9940688,2,2,2,3,1,2,4,2,4,1,2,2,2,1,2,2,1,1,1,3
9154102,2,2,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9904667,2,2,1,3,3,2,4,1,1,1,2,2,2,2,2,2,1,1,3,3
9900052,2,2,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9918672,2,1,2,3,4,2,4,2,4,1,1,2,1,2,2,2,1,1,1,3
9100321,2,1,1,2,3,2,2,2,1,1,2,2,2,1,2,1,1,1,3,3
9098543,2,1,1,3,3,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9065340,2,1,1,3,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9110565,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9905734,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9901170,2,1,2,3,3,2,4,2,4,1,2,2,2,1,2,3,2,1,3,3
9081193,2,1,2,3,3,2,2,2,4,1,2,2,2,2,2,3,1,1,1,3
9940374,2,1,2,3,3,2,4,2,3,1,2,2,2,2,2,2,1,1,1,3
9089086,2,1,1,3,1,2,3,2,1,1,2,2,2,2,2,2,1,1,2,3
9065337,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,2,1,3
9089084,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3
9096442,2,1,1,2,1,2,3,2,1,1,3,2,2,1,2,3,1,1,1,3
9190891,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9174810,2,1,1,3,3,2,2,2,1,1,2,2,2,1,2,2,1,2,3,3
9073009,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9106428,2,1,1,3,1,2,3,2,1,1,2,2,2,1,2,1,1,1,1,3
9078540,2,1,1,2,1,2,4,1,1,1,2,2,2,1,2,2,1,1,1,3
9904664,2,1,2,2,1,2,2,2,4,1,2,2,2,2,2,2,1,1,1,3
9935013,2,1,2,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9921425,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9112461,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9069846,2,1,1,2,4,2,1,2,1,1,1,2,2,1,2,2,1,1,3,3
9076403,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,1,1,1,1,3
9910999,2,1,3,3,5,2,4,2,3,1,1,2,2,1,2,2,1,2,1,2
9932344,2,1,2,3,1,2,4,2,3,1,2,2,2,2,2,2,1,1,1,3
9914097,2,1,2,3,1,2,4,2,3,1,2,1,2,2,2,2,1,1,1,3
9072275,2,1,2,3,3,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9909160,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9910998,2,1,1,3,3,2,4,2,1,1,2,1,2,1,2,1,1,1,1,3
9904663,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9071138,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,1,3
9137119,2,1,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,2,2,3
9915807,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,1,1,1,3,3
9089191,2,1,1,2,3,2,3,2,1,1,2,2,2,1,2,2,1,1,3,3
9074301,2,1,1,3,1,2,3,2,1,1,2,2,2,2,2,1,1,1,3,3
9207093,2,1,2,2,3,2,3,2,4,1,2,1,2,1,2,2,1,1,3,3
9097743,2,1,2,3,3,2,3,2,4,1,2,1,2,2,2,1,1,1,3,3
9138661,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,3
9166595,2,1,1,2,3,2,3,2,1,1,2,1,2,1,2,2,1,1,1,3
9906347,2,1,1,3,1,2,4,1,1,1,2,2,2,2,2,2,1,1,1,3
9152347,2,2,2,3,4,2,3,1,4,2,1,2,2,2,2,3,1,1,1,3
9904662,2,2,2,3,1,2,4,1,2,2,2,2,2,2,2,2,1,1,3,3
9089835,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9066390,2,2,1,3,1,2,2,2,1,1,3,2,2,2,2,2,1,1,1,3
9074348,2,2,2,2,2,2,4,1,4,2,2,1,2,2,2,2,1,1,1,3
9925108,2,2,1,3,3,2,4,2,1,1,2,2,2,2,2,2,2,1,2,3
9938860,2,2,1,3,1,2,4,2,1,1,2,1,2,2,2,2,1,1,1,3
9061361,2,2,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9935012,2,2,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9087974,2,2,1,2,1,2,4,2,1,1,3,2,2,1,2,2,1,1,1,3
9900050,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,3,1,1,1,3
9080030,2,2,1,2,3,2,3,2,1,1,2,2,2,2,2,2,2,1,3,3
9900049,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9153208,2,2,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,2,2,3
9091422,2,2,1,2,4,2,4,2,1,1,1,2,2,1,2,2,1,1,1,3
9919560,2,2,3,3,1,2,4,2,4,1,2,2,1,2,2,2,1,1,3,2
9089135,2,1,2,3,2,2,2,2,4,1,2,2,2,2,2,3,1,1,1,3
9895840,2,1,1,2,3,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3
9909155,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9100364,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,2,1,1,2,3
9096062,2,1,1,1,3,2,3,2,1,1,2,2,2,2,2,2,1,1,3,3
9910996,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,1,1,1,1,3
9087969,2,1,1,2,1,2,4,2,1,1,3,2,2,2,2,1,1,1,3,3
9180805,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,1,3,3
9912838,2,1,2,3,3,2,4,2,4,1,2,2,2,2,2,1,2,1,3,3
9171472,2,1,2,3,1,2,3,2,1,1,2,2,2,1,2,2,2,1,3,3
9097537,2,1,2,2,2,2,3,2,1,1,2,1,2,2,2,3,1,1,1,3
9091218,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,3,1,3,3
9904656,2,1,1,2,3,2,2,2,1,1,2,1,2,1,2,2,1,1,1,3
9166594,2,1,1,2,3,2,3,2,1,1,2,1,2,1,2,2,1,1,1,3
9085886,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,3
9069767,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9092460,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9096473,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9080020,2,1,3,3,3,2,2,2,1,1,2,1,2,2,2,2,1,1,3,3
9078117,2,1,2,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9168070,2,1,1,3,3,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9068012,2,1,1,2,1,2,2,2,1,1,3,2,2,2,2,2,1,1,1,3
9036623,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,3
9171618,2,1,1,2,3,2,3,2,1,1,2,2,2,1,2,1,1,1,1,3
9897600,2,1,1,2,4,2,4,2,1,1,1,2,2,2,2,3,1,1,1,3
9082877,2,1,1,2,3,2,2,2,1,1,2,2,2,1,2,1,1,1,3,3
9168066,2,1,1,2,2,2,3,2,1,1,2,1,2,1,2,2,1,1,1,3
9169556,2,1,1,3,3,2,1,2,1,1,2,2,2,1,2,1,1,1,1,3
9070555,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9082720,2,1,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9082719,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9168065,2,1,3,2,1,2,3,2,4,1,2,2,2,1,2,2,1,1,1,3
9941106,2,1,2,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9167980,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9079129,2,1,1,2,3,2,3,2,1,1,2,2,2,1,2,2,1,1,3,3
9103676,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9920917,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9093339,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,1,1,3
9054990,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,3,3
9098401,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,1,1,1,1,3
9091123,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,1,1,1,3,3
9073431,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,3,1,1,1,3
9098400,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,1,1,1,1,3
9093501,2,1,1,2,4,2,3,2,1,1,1,2,2,1,2,3,2,1,1,3
9093334,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9066251,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9205063,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9904649,2,1,3,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9080852,2,1,3,2,4,2,2,2,4,1,1,2,1,1,2,2,1,1,1,3
9100888,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,3,1,1,1,3
9087962,2,1,1,2,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9897598,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,3,1,1,1,3
9073251,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,3
9087140,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9085230,2,1,1,2,3,2,2,2,1,1,2,2,2,1,2,2,1,1,2,3
9904647,2,1,1,2,3,2,2,2,1,1,2,1,2,2,2,2,1,2,2,3
9081573,2,1,3,2,4,2,2,2,4,1,1,2,2,2,2,2,1,1,3,3
9897597,2,2,2,2,1,2,4,2,4,1,2,2,2,2,2,3,1,1,1,3
9897596,2,2,2,2,1,2,4,2,2,1,2,2,2,2,2,2,1,1,1,3
9897594,2,2,1,2,1,2,4,2,1,1,2,1,2,2,2,1,1,1,1,3
9910987,2,2,1,3,4,2,4,2,1,1,1,2,2,1,2,2,1,1,1,3
9069017,2,2,2,2,3,2,1,2,4,1,2,2,2,2,2,3,1,1,1,3
9056574,2,2,1,2,1,2,4,2,1,1,2,1,2,2,2,2,1,1,1,3
9055871,2,2,1,2,4,2,4,2,1,2,1,2,2,2,2,2,1,1,1,3
9153422,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,1,1,1,1,3
9939392,2,1,2,3,1,2,4,1,1,2,2,2,2,2,2,2,1,1,1,3
9908304,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9043236,2,1,1,2,1,2,3,1,1,2,3,2,2,2,2,1,1,1,2,3
9915800,2,1,1,3,3,2,3,1,1,2,2,2,2,1,2,2,1,1,3,3
9086880,2,1,1,3,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,3
9083984,2,1,1,2,3,2,2,1,1,1,2,2,2,1,2,1,1,1,1,3
9076336,2,1,1,2,3,2,2,1,1,1,2,2,2,1,2,1,1,1,3,3
9908725,2,1,1,2,1,2,4,2,1,1,2,2,2,1,2,3,1,1,1,3
9919727,2,1,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,3,3
9087516,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,2,1,1,3,3
9118576,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9078695,2,1,3,2,3,2,3,2,4,1,2,2,2,1,2,2,1,1,3,3
9105634,2,1,3,2,1,2,3,2,4,1,2,2,2,2,2,2,1,2,1,3
9909142,2,1,2,3,1,2,4,2,3,1,2,2,2,2,2,2,1,1,1,3
9105633,2,1,2,2,1,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9904640,2,1,2,2,4,2,2,2,3,1,1,1,1,1,2,2,1,1,1,3
9166592,2,1,1,2,2,2,3,2,1,1,2,1,2,1,2,2,1,1,2,3
9905716,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9908724,2,1,1,2,1,2,4,2,1,1,2,2,2,1,2,1,1,1,1,3
9044854,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9071036,2,1,1,2,4,2,1,2,1,1,1,2,2,2,2,2,1,1,3,3
9914081,2,1,3,3,3,2,4,2,4,1,2,2,2,2,2,2,1,1,1,3
9914082,2,1,2,3,1,2,4,2,3,1,2,1,2,2,2,2,1,1,1,3
9897591,2,1,2,2,3,2,4,2,3,1,2,2,2,2,2,2,1,2,3,3
9052445,2,1,2,3,3,2,3,2,4,1,2,2,2,1,2,2,1,1,1,3
9915797,2,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2,1,1,3,3
9060191,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,3
